tipo,tipo_documento,folio,emisor,receptor,razon_social_receptor,publicacion,emision,monto_neto,monto_exento,monto_iva,monto_total,impuestos,fecha_sii,estado_sii,informacion_sii,fecha_intercambio,estado_intercambio,informacion_intercambio,uri,referencias,indservicio,condicion_pago,tipofactesp,fecha_vencimiento,estado_reclamo_mercaderia,fecha_reclamo_mercaderia,estado_reclamo_contenido,fecha_reclamo_contenido
33,factura_electronica,14996,  76.379.570-5,  96.639.280-0,ADMINISTRADORA GENERAL DE FONDOS SECURITY S A,14/08/2019 17:44,12/08/2019,559862,0,106374,666236,,14/08/2019 17:47,ACEPTADO_POR_EL_SII,2019-08-14 17:47:13.738 TrackID: 3930877290,14/08/2019 17:47,ENVIADO_POR_INTERCAMBIO,Recibe: fms_dte@paperless.cl,http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417442044_153477550_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14995,  76.379.570-5,  96.515.580-5,VALORES SECURITY S A CORREDORES DE BOLSA,14/08/2019 17:44,12/08/2019,279931,0,53187,333118,[ ],14/08/2019 17:47,ACEPTADO_POR_EL_SII,2019-08-14 17:47:13.738 TrackID: 3930877290,14/08/2019 17:47,ENVIADO_POR_INTERCAMBIO,Recibe: vls_dte@paperless.cl,http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417441844_153477548_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14994,  76.379.570-5,  96.639.280-0,ADMINISTRADORA GENERAL DE FONDOS SECURITY S A,14/08/2019 17:44,12/08/2019,699827,0,132967,832794,[ ],14/08/2019 17:47,ACEPTADO_POR_EL_SII,2019-08-14 17:47:13.738 TrackID: 3930877290,14/08/2019 17:47,ENVIADO_POR_INTERCAMBIO,Recibe: fms_dte@paperless.cl,http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417441544_153477546_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14993,  76.379.570-5,  96.667.040-1,SANTANDER ASSET MANAGEMENT S A ADMINISTRADORA GENERAL DE FONDOS,14/08/2019 17:37,12/08/2019,1735571,0,329758,2065329,[ ],14/08/2019 17:40,ACEPTADO_POR_EL_SII,2019-08-14 17:40:01.516 TrackID: 3930849664,14/08/2019 17:42,ACEPTADO_CON_RECEPCION_TECNICA,Emite: recepciondte_agfondos@santandersantiago.cl Glosa: DTE No Recibido - Otros (99),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417372337_153477358_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14992,  76.379.570-5,  96.667.040-1,SANTANDER ASSET MANAGEMENT S A ADMINISTRADORA GENERAL DE FONDOS,14/08/2019 17:37,12/08/2019,699827,0,132967,832794,[ ],14/08/2019 17:40,ACEPTADO_POR_EL_SII,2019-08-14 17:40:01.516 TrackID: 3930849664,14/08/2019 17:47,ACEPTADO_CON_RECEPCION_TECNICA,Emite: recepciondte_agfondos@santandersantiago.cl Glosa: DTE Recibido OK (0),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417372137_153477357_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14991,  76.379.570-5,  96.667.040-1,SANTANDER ASSET MANAGEMENT S A ADMINISTRADORA GENERAL DE FONDOS,14/08/2019 17:37,12/08/2019,167958,0,31912,199870,[ ],14/08/2019 17:40,ACEPTADO_POR_EL_SII,2019-08-14 17:40:01.516 TrackID: 3930849664,14/08/2019 17:47,ACEPTADO_CON_RECEPCION_TECNICA,Emite: recepciondte_agfondos@santandersantiago.cl Glosa: DTE Recibido OK (0),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417371837_153477356_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14990,  76.379.570-5,  96.667.040-1,SANTANDER ASSET MANAGEMENT S A ADMINISTRADORA GENERAL DE FONDOS,14/08/2019 17:37,12/08/2019,3359170,0,638242,3997412,[ ],14/08/2019 17:40,ACEPTADO_POR_EL_SII,2019-08-14 17:40:01.516 TrackID: 3930849664,14/08/2019 17:44,ACEPTADO_CON_RECEPCION_TECNICA,Emite: recepciondte_agfondos@santandersantiago.cl Glosa: DTE No Recibido - Otros (99),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417371537_153477354_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14989,  76.379.570-5,  96.955.500-K,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,14/08/2019 17:30,12/08/2019,139965,0,26593,166558,[ ],14/08/2019 17:34,ACEPTADO_POR_EL_SII,2019-08-14 17:34:52.428 TrackID: 3930829088,14/08/2019 17:40,ACEPTADO_CON_RECEPCION_TECNICA,Emite: larrainvialagfrecepcion@custodium.com Glosa: Envio Recibido Conforme (0),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417304730_153477305_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14988,  76.379.570-5,  96.955.500-K,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,14/08/2019 17:30,12/08/2019,279931,0,53187,333118,[ ],14/08/2019 17:34,ACEPTADO_POR_EL_SII,2019-08-14 17:34:52.428 TrackID: 3930829088,14/08/2019 17:41,ACEPTADO_CON_RECEPCION_TECNICA,Emite: larrainvialagfrecepcion@custodium.com Glosa: Envio Recibido Conforme (0),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417304530_153477303_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
33,factura_electronica,14987,  76.379.570-5,  96.955.500-K,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,14/08/2019 17:30,12/08/2019,83979,0,15956,99935,[ ],14/08/2019 17:34,ACEPTADO_POR_EL_SII,2019-08-14 17:34:52.428 TrackID: 3930829088,14/08/2019 17:39,ACEPTADO_CON_RECEPCION_TECNICA,Emite: larrainvialagfrecepcion@custodium.com Glosa: Envio Recibido Conforme (0),http://lvaindices1908.acepta.com/v01/0000000_1721614177_1417304230_153477302_?k=98b8e92fce86e740d82d52fa6452de54,,,,,12/09/2019,,,,
