tipo,tipo_documento,folio,emisor,receptor,razon_social_receptor,publicacion,emision,monto_neto,monto_exento,monto_iva,monto_total,impuestos,fecha_sii,estado_sii,informacion_sii,fecha_intercambio,estado_intercambio,informacion_intercambio,uri,referencias,indservicio,condicion_pago,tipofactesp,fecha_vencimiento,estado_reclamo_mercaderia,fecha_reclamo_mercaderia,estado_reclamo_contenido,fecha_reclamo_contenido
33,factura_electronica,15164,  76.379.570-5,  76.213.270-2,ASESORIAS LARRAIN VIAL LIMITADA,11/09/2019 10:19,10/09/2019,168291,0,31975,200266,,11/09/2019 10:21,ENVIADO_AL_SII,2019-09-11 10:21:17.738 TrackID: 3996682586,,,,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1110192019_153766455_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15163,  76.379.570-5,  76.213.270-2,ASESORIAS LARRAIN VIAL LIMITADA,11/09/2019 10:19,10/09/2019,757310,0,143889,901199,,11/09/2019 10:21,ENVIADO_AL_SII,2019-09-11 10:21:17.738 TrackID: 3996682586,,,,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1110191719_153766452_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15162,  76.379.570-5,  76.213.270-2,ASESORIAS LARRAIN VIAL LIMITADA,11/09/2019 10:19,10/09/2019,420728,0,79938,500666,,11/09/2019 10:21,ENVIADO_AL_SII,2019-09-11 10:21:17.738 TrackID: 3996682586,,,,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1110191419_153766449_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15161,  76.379.570-5,  80.962.600-8,TANNER CORREDORES DE BOLSA S A,11/09/2019 09:58,10/09/2019,2000000,0,380000,2380000,[ ],11/09/2019 10:01,ACEPTADO_POR_EL_SII,2019-09-11 10:01:37.495 TrackID: 3996597698,11/09/2019 10:03,ENTREGA_DE_DTE_POR_INTERCAMBIO_EXITOSA,Receptor: 809626008dte@mail.bcs.cl Entrega: Retransmitida Estado: 2.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  mailcleaner.zboxapp.com Codigo de Respuesta:  250 OK id=1i82HU-0004ZD-Qz.,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109583058_153765901_?k=98b8e92fce86e740d82d52fa6452de54,,,Crédito,,10/10/2019,,,,
33,factura_electronica,15160,  76.379.570-5,  80.962.600-8,TANNER CORREDORES DE BOLSA S A,11/09/2019 09:56,10/09/2019,981699,0,186523,1168222,[ ],11/09/2019 10:00,ACEPTADO_POR_EL_SII,2019-09-11 10:00:30.752 TrackID: 3996589390,11/09/2019 10:02,ENTREGA_DE_DTE_POR_INTERCAMBIO_EXITOSA,Receptor: 809626008dte@mail.bcs.cl Entrega: Retransmitida Estado: 2.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  mailcleaner.zboxapp.com Codigo de Respuesta:  250 OK id=1i82Gu-0004Qi-P8.,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109562456_153765869_?k=98b8e92fce86e740d82d52fa6452de54,,,Crédito,,10/10/2019,,,,
33,factura_electronica,15159,  76.379.570-5,  84.177.300-4,BTG PACTUAL CHILE SA CORREDORES DE BOLSA,11/09/2019 09:52,10/09/2019,1121941,0,213169,1335110,[ ],11/09/2019 09:55,ACEPTADO_POR_EL_SII,2019-09-11 09:55:05.428 TrackID: 3996572890,11/09/2019 10:00,ACEPTADO_CON_RECEPCION_TECNICA,Emite: btgpactualrecepcion@custodium.com Glosa: Envio Recibido Conforme (0),http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109521652_153765751_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15158,  76.379.570-5,  84.177.300-4,BTG PACTUAL CHILE SA CORREDORES DE BOLSA,11/09/2019 09:52,10/09/2019,280485,0,53292,333777,,11/09/2019 09:55,ACEPTADO_POR_EL_SII,2019-09-11 09:55:05.428 TrackID: 3996572890,11/09/2019 09:59,ACEPTADO_CON_RECEPCION_TECNICA,Emite: btgpactualrecepcion@custodium.com Glosa: Envio Recibido Conforme (0),http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109521352_153765748_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15157,  76.379.570-5,  76.245.069-0,STF AGENTE DE VALORES SPA,11/09/2019 09:41,10/09/2019,140243,0,26646,166889,,11/09/2019 09:44,ACEPTADO_POR_EL_SII,2019-09-11 09:44:54.197 TrackID: 3996531102,11/09/2019 09:50,ACEPTADO_CON_RECEPCION_TECNICA,Emite: inbox@cloud.gdexpress.cl Glosa: DTE Recibido OK (0),http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109413641_153765402_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15156,  76.379.570-5,  96.772.490-4,CONSORCIO CORREDORES DE BOLSA S A,11/09/2019 09:41,10/09/2019,953650,0,181194,1134844,[ ],11/09/2019 09:44,ACEPTADO_POR_EL_SII,2019-09-11 09:44:54.197 TrackID: 3996531102,11/09/2019 09:47,ENTREGA_DE_DTE_POR_INTERCAMBIO_EXITOSA,Receptor: consorciocorredores@enternet.cl Entrega: Retransmitida Estado: 2.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  aspmx.l.google.com Codigo de Respuesta:  250 2.0.0 OK  1568205938 y21si3269809edm.163 - gsmtp.,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109413341_153765396_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
33,factura_electronica,15155,  76.379.570-5,  96.489.000-5,CREDICORP CAPITAL S.A. CORREDORES DE BOLSA,11/09/2019 09:41,10/09/2019,252437,0,47963,300400,[ ],11/09/2019 09:44,ACEPTADO_POR_EL_SII,2019-09-11 09:44:54.197 TrackID: 3996531102,11/09/2019 09:48,ENTREGA_DE_DTE_POR_INTERCAMBIO_EXITOSA,Receptor: 964890005pro@mail.bcs.cl Entrega: Retransmitida Estado: 2.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  mailcleaner.zboxapp.com Codigo de Respuesta:  250 OK id=1i821C-0000qO-1o.,http://lvaindices1909.acepta.com/v01/0000000_1721614177_1109413141_153765392_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/10/2019,,,,
