tipo,tipo_documento,folio,emisor,receptor,razon_social_receptor,publicacion,emision,monto_neto,monto_exento,monto_iva,monto_total,impuestos,fecha_sii,estado_sii,informacion_sii,fecha_intercambio,estado_intercambio,informacion_intercambio,uri,referencias,indservicio,condicion_pago,tipofactesp,fecha_vencimiento,estado_reclamo_mercaderia,fecha_reclamo_mercaderia,estado_reclamo_contenido,fecha_reclamo_contenido
33,factura_electronica,13520,  76.379.570-5,  99.580.930-3,ZURICH ADMINISTRADORA GENERAL DE FONDOS S A,11/04/2019 18:31,10/04/2019,179804,0,34163,213967,[ ],11/04/2019 18:34,ACEPTADO_POR_EL_SII,2019-04-11 18:34:52.14 TrackID: 3642220472,12/04/2019 01:34,ACEPTADO_CON_RECEPCION_TECNICA,Emite: dte_zurichagf@artikos.cl Glosa: Env\303\255o Recibido Conforme. (0),http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118311531_71216698_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13519,  76.379.570-5,  99.580.930-3,ZURICH ADMINISTRADORA GENERAL DE FONDOS S A,11/04/2019 18:31,10/04/2019,829865,0,157674,987539,[ ],11/04/2019 18:34,ACEPTADO_POR_EL_SII,2019-04-11 18:34:52.14 TrackID: 3642220472,12/04/2019 01:26,ACEPTADO_CON_RECEPCION_TECNICA,Emite: dte_zurichagf@artikos.cl Glosa: Env\303\255o Recibido Conforme. (0),http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118311331_71216675_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13518,  76.379.570-5,  96.515.580-5,VALORES SECURITY S A CORREDORES DE BOLSA,11/04/2019 18:27,10/04/2019,276622,0,52558,329180,[ ],11/04/2019 18:30,ACEPTADO_POR_EL_SII,2019-04-11 18:30:50.339 TrackID: 3642209618,12/04/2019 10:35,ACEPTADO_CON_NOTIFICACION_COMERCIAL,Emite: vls_dte@paperless.cl Glosa: Documento aprobado comercialmente (0),http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118271827_71215599_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13517,  76.379.570-5,  80.962.600-8,TANNER CORREDORES DE BOLSA S A,11/04/2019 18:27,10/04/2019,2074663,0,394186,2468849,[ ],11/04/2019 18:30,ACEPTADO_POR_EL_SII,2019-04-11 18:30:50.339 TrackID: 3642209618,11/04/2019 18:32,ENTREGA_DE_DTE_POR_INTERCAMBIO_EXITOSA,Receptor: 809626008dte@mail.bcs.cl Entrega: Retransmitida Estado: 2.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  mailcleaner.zboxapp.com Codigo de Respuesta:  250 OK id=1hEiE1-0007JP-OQ.,http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118271527_71215584_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13516,  76.379.570-5,  60.818.000-1,Receptor no Electronico,11/04/2019 18:27,10/04/2019,2212974,0,420465,2633439,[ ],11/04/2019 18:30,ACEPTADO_POR_EL_SII,2019-04-11 18:30:50.339 TrackID: 3642209618,,NO_ELECTRONICO,,http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118271327_71215572_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13515,  76.379.570-5,  96.639.280-0,ADMINISTRADORA GENERAL DE FONDOS SECURITY S A,11/04/2019 18:22,10/04/2019,691554,0,131395,822949,[ ],11/04/2019 18:25,ACEPTADO_POR_EL_SII,2019-04-11 18:25:48.695 TrackID: 3642195878,11/04/2019 18:49,ACEPTADO_CON_RECEPCION_TECNICA,Emite: fms_dte@paperless.cl Glosa: DTE No Recibido - Otros: Envio Rechazado - Error de Schema (99),http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118221822_71213846_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13514,  76.379.570-5,  96.639.280-0,ADMINISTRADORA GENERAL DE FONDOS SECURITY S A,11/04/2019 18:22,10/04/2019,553243,0,105116,658359,[ ],11/04/2019 18:25,ACEPTADO_POR_EL_SII,2019-04-11 18:25:48.695 TrackID: 3642195878,11/04/2019 18:49,ACEPTADO_CON_RECEPCION_TECNICA,Emite: fms_dte@paperless.cl Glosa: DTE No Recibido - Otros: Envio Rechazado - Error de Schema (99),http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118221522_71213835_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13513,  76.379.570-5,  96.667.040-1,SANTANDER ASSET MANAGEMENT S A ADMINISTRADORA GENERAL DE FONDOS,11/04/2019 18:17,10/04/2019,165973,0,31535,197508,[ ],11/04/2019 18:20,ACEPTADO_POR_EL_SII,2019-04-11 18:20:45.787 TrackID: 3642179492,11/04/2019 18:25,RECHAZADO_POR_SERVIDOR_CORREO,Receptor: recepciondte_agfondos@santandersantiago.cl Entrega: Fallida Estado: 5.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  mail6.santander.cl Codigo de Respuesta:  550 #5.1.0 Address rejected..,http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118172417_71211241_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13512,  76.379.570-5,  96.667.040-1,SANTANDER ASSET MANAGEMENT S A ADMINISTRADORA GENERAL DE FONDOS,11/04/2019 18:17,10/04/2019,1715055,0,325860,2040915,[ ],11/04/2019 18:20,ACEPTADO_POR_EL_SII,2019-04-11 18:20:45.787 TrackID: 3642179492,11/04/2019 18:25,RECHAZADO_POR_SERVIDOR_CORREO,Receptor: recepciondte_agfondos@santandersantiago.cl Entrega: Fallida Estado: 5.0.0 Servidor Informante:  smtp-05.custodium.com Servidor Remoto:  mail6.santander.cl Codigo de Respuesta:  550 #5.1.0 Address rejected..,http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118172117_71211208_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
33,factura_electronica,13511,  76.379.570-5,  76.576.607-9,SARTOR ADMINISTRADORA GENERAL DE FONDOS S.A.,11/04/2019 18:17,10/04/2019,138311,0,26279,164590,[ ],11/04/2019 18:20,ACEPTADO_POR_EL_SII,2019-04-11 18:20:45.787 TrackID: 3642179492,11/04/2019 18:46,ACEPTADO_CON_RECEPCION_TECNICA,Emite: FacturacionMIPYME@sii.cl Glosa: DSR-DTE Recibido Sin Reparos (0),http://lvaindices1904.acepta.com/v01/00000000_1721614177_1118171917_71211179_?k=98b8e92fce86e740d82d52fa6452de54,,,,,10/05/2019,,,,
